"編號","單字","詞性","中文意思","英文例句","例句翻譯"
"1083","mail","n./v.","郵件；寄信","Did you check the mail in the box today?","你今天檢查信箱裡的郵件了嗎？"
"1084","mailman","n.","郵差","The mailman delivers letters every morning.","郵差每天早上送信。"
"1085","main","adj.","主要的","The main reason for his success is hard work.","他成功的首要原因就是努力工作。"
"1086","maintain","v.","維持、保養","It is important to maintain a healthy lifestyle.","維持健康的生活方式很重要。"
"1087","major","adj./n.","主要的；主修","English is my major in university.","英語是我的大學主修。"
"1088","make","v.","製作、使得","Can you help me make a cup of coffee?","你可以幫我泡杯咖啡嗎？"
"1089","male","adj./n.","男性的；男性","The form asks you to fill in your gender: male or female.","表格要求你填寫性別：男或女。"
"1090","mall","n.","購物中心","Let's go to the mall and look for some new clothes.","我們去購物中心逛逛找點新衣服吧。"
"1091","man","n.","男人","That man standing by the bus stop is my teacher.","站在公車站牌旁的那個男人是我的老師。"
"1092","manager","n.","經理","If you have any problems, please talk to the manager.","如果你有任何問題，請與經理談談。"
"1093","Mandarin","n.","國語（普通話）","He has been learning Mandarin for two years.","他學國語已經兩年了。"
"1094","mango","n.","芒果","Taiwan is famous for its sweet and juicy mangoes.","台灣以香甜多汁的芒果聞名。"
"1095","manner","n.","方式、禮貌","It is important to have good manners when meeting new people.","結識新朋友時保持良好禮儀很重要。"
"1096","many","adj./pron.","許多","There are many books in the library.","圖書館裡有許多書。"
"1097","map","n.","地圖","We looked at the map to find our way around the city.","我們看地圖來尋找在這座城市的路徑。"
"1098","March","n.","三月","The spring festival usually happens in March.","春季慶典通常在三月舉行。"
"1099","mark","n./v.","記號；標記","Please put a mark next to your name on the list.","請在清單上的名字旁邊做個記號。"
"1100","marker","n.","麥克筆","The teacher used a red marker to correct our homework.","老師用紅色的麥克筆批改我們的作業。"
"1101","market","n.","市場","My mother buys fresh vegetables at the morning market.","我媽媽在早市買新鮮蔬菜。"
"1102","marriage","n.","婚姻","They celebrated their tenth year of marriage last week.","他們上週慶祝了結婚十週年。"
"1103","married","adj.","已婚的","She has been married for five years.","她已經結婚五年了。"
"1104","marry","v.","結婚","He hopes to marry his girlfriend soon.","他希望能很快與女朋友結婚。"
"1105","marvelous","adj.","極好的","We had a marvelous time at the concert.","我們在演唱會上度過了極棒的時光。"
"1106","mask","n.","面具、口罩","Please wear a mask when you go to the hospital.","去醫院時請戴上口罩。"
"1107","mass","n.","團塊、質量","The scientist measured the mass of the rock.","科學家測量了那塊石頭的質量。"
"1108","master","n./v.","大師、精通","He has mastered the art of playing the violin.","他已經精通了拉小提琴的藝術。"
"1109","mat","n.","墊子","She sits on a mat to do yoga every morning.","她每天早上坐在墊子上做瑜伽。"
"1110","match","n./v.","比賽；相配","They won the final match by two points.","他們以兩分之差贏得了最後的比賽。"
"1111","material","n.","材料、素材","The bridge is made of a very strong material.","這座橋是由一種非常堅固的材料製成的。"
"1112","math","n.","數學","I find math to be a challenging but interesting subject.","我覺得數學是一門具挑戰性但有趣的科目。"
"1113","matter","n./v.","物質、問題；有關係","It doesn't matter who wins; just enjoy the game.","誰贏都沒關係，只要享受比賽就好。"
"1114","maximum","adj./n.","最大值","The maximum speed limit on this highway is 110 km/h.","這條高速公路的最高速限是每小時 110 公里。"
"1115","may","aux.","可以、可能","May I use your pen for a moment?","我可以借用一下你的筆嗎？"
"1116","May","n.","五月","We are planning a picnic in May.","我們計畫在五月去野餐。"
"1117","maybe","adv.","也許","Maybe we should ask for directions to be sure.","也許我們該問路以確保方向正確。"
"1118","me","pron.","我（受格）","Can you give me a hand with this box?","你可以幫我搬這個箱子嗎？"
"1119","meal","n.","餐點","Breakfast is my favorite meal of the day.","早餐是我一天中最喜歡的一餐。"
"1120","mean","v.","意指、意思是","What does this word mean?","這個單字是什麼意思？"
"1121","meaning","n.","意義","What is the meaning of life?","生命的意義是什麼？"
"1122","means","n.","方法、手段","By all means, please come to our party.","無論如何，請一定要來參加我們的派對。"
"1123","measure","v./n.","測量；措施","Please measure the length of the table before buying a cloth.","買桌布前，請先測量桌子的長度。"
"1124","meat","n.","肉類","She prefers to eat vegetables instead of meat.","她比較喜歡吃蔬菜，而不是肉類。"
"1125","mechanic","n.","技師、機械師","The mechanic fixed my car in just one hour.","技師只花了一小時就修好了我的車。"
"1126","medicine","n.","藥物、醫學","Take this medicine three times a day after meals.","這藥一天吃三次，飯後服用。"
"1127","medium","adj./n.","中等的；媒介","I would like my steak cooked medium, please.","我的牛排請煎成五分熟（中等熟度）。"
"1128","meet","v.","遇見、會面","Nice to meet you!","很高興認識你！"
"1129","meeting","n.","會議","We have an important meeting at ten o'clock.","我們十點有個重要的會議。"
"1130","melon","n.","瓜類","Watermelon is a very refreshing fruit in summer.","西瓜在夏天是非常清爽的水果。"
"1131","member","n.","成員","He is a long-time member of the local sports club.","他是當地運動俱樂部的長期成員。"
"1132","memory","n.","記憶","I have a great memory for faces but not for names.","我對記住臉孔很在行，但對記名字則不行。"
"1133","menu","n.","菜單","Could you bring us the menu, please?","可以請你把菜單拿給我們嗎？"
"1134","message","n.","訊息","I left a message for him on his voicemail.","我在他的語音信箱留了訊息。"
"1135","metal","n.","金屬","Gold and silver are precious metals.","黃金和白銀是貴金屬。"
"1136","meter","n.","公尺","The pool is twenty meters long.","這個泳池有二十公尺長。"
"1137","method","n.","方法","They are looking for a new method to solve this problem.","他們正在尋找解決這個問題的新方法。"
"1138","middle","n./adj.","中間","She was sitting in the middle of the room.","她坐在房間的中間。"
"1139","midnight","n.","午夜","The show will end at midnight.","表演將在午夜結束。"
"1140","might","aux.","可能","It might snow later tonight.","今晚稍晚可能會下雪。"
"1141","mile","n.","英里","It is about three miles from here to the train station.","從這裡到火車站大約有三英里。"
"1142","military","n./adj.","軍事；軍隊的","He decided to join the military after graduating from high school.","高中畢業後，他決定加入軍隊。"
"1143","milk","n.","牛奶","Would you like some milk in your tea?","妳的茶要加點牛奶嗎？"
"1144","million","num.","百萬","There are millions of stars in the night sky.","夜空中數以百萬計的星星。"
"1145","mind","n./v.","心智；介意","Do you mind if I open the window?","你介意我打開窗戶嗎？"
"1146","mine","pron.","我的（所有格代名詞）","That book on the desk is mine.","桌上那本書是我的。"
"1147","pro","n.","專業人員 (professional)","He plays basketball like a real pro.","他打籃球就像個真正的專業選手。"
"1148","minor","adj.","較小的、次要的","It was only a minor mistake, so don't worry about it.","這只是個小錯誤，所以別擔心。"
"1149","minus","prep./adj.","減；負的","Five minus three equals two.","五減三等於二。"
"1150","minute","n.","分鐘","Please wait for a few minutes; she will be here soon.","請稍等幾分鐘，她馬上就來。"
"1151","mirror","n.","鏡子","She looked at herself in the mirror before leaving.","出門前，她照了照鏡子。"
"1152","miss","v.","錯過、想念","I missed the bus this morning, so I was late.","今天早上我錯過了公車，所以我遲到了。"
"1153","missing","adj.","失蹤的、遺失的","The little boy reported his missing dog to the police.","那個小男孩向警察通報了他的狗走失了。"
"1154","mistake","n./v.","錯誤","Everyone makes mistakes sometimes.","每個人有時都會犯錯。"
